number,id,title,question,img,Gold Standard,BART,T5,Summary 1,Summary 2
227,7073,Very Percent Closely Following Comparable Election with News 08,How did interest in the presidential campaign change between months?,dataset/images/7073.png,"In July , 29 % said they were following news about the presidential campaign very closely . That increased to 40 % in September","Through much of this election cycle – especially in recent months – interest in campaign news has been comparable to interest in the 2008 race. Four years ago, the percentage following presidential election news very closely dipped following the early primary fights between Barack Obama and Hillary Clinton but then ramped up sharply at the end of the summer as the parties met to nominate their candidates. Interest continued to rise until Election Day.","Through much of this election cycle – especially in recent months – interest in campaign news has been comparable to interest in the 2008 race. Four years ago, the percentage following presidential election news very closely dipped following the early primary fights between Barack Obama and Hillary Clinton but then ramped up sharply at the end of the summer as the parties met to nominate their candidates. Interest continued to rise until Election Day. Similarly in 2004, interest was increased following the conventions. In July, 29 % said they were following news about the presidential campaign very closely.",BART,Gold Standard
228,2687,"Catholics More Likely Than Other Americans to Be Hispanic, Immigrants",What are opinions about Americans to be Hispanic immigrants?,dataset/images/2687.png,"Compared with all U.S. adults , Catholics are made up of fewer non - Hispanic whites ( 59 % vs. 66 % ) and blacks ( 3 % vs. 12 % ) and more heavily made up of Hispanics ( 34 % vs. 15 % ) .","Catholics are about as diverse as Americans overall, but their specific racial and ethnic composition is somewhat different. Compared with all U.S. adults, Catholics are made up of fewer non - Hispanic whites ( 59 % vs. 66 % ).","Catholics are about as diverse as Americans overall, but their specific racial and ethnic composition is somewhat different. Compared with all U.S. adults, Catholics are made up of fewer non - Hispanic whites ( 59 % vs. 66 % ).",BART,Gold Standard
229,908,About four-in-ten post-9/11 veterans say the government hasn't given them enough help,How do nowadays veterans see the government?,dataset/images/908.png,64 % of veterans say the government has given them about as much help as it should have Three - in - ten say the government has given them too little help . Post-9/11 veterans are more likely than those from previous eras to say the government has given them less help than it should have ( 43 % vs. 27 % ),"More broadly, 64 % of veterans say the government has given them about as much help as it should have.","More broadly, 64 % of veterans say the government has given them about as much help as it should have.",BART,T5
230,2304,Gun owners more likely than non-gun owners to have contributed money to groups with position on gun policy % organization saying they have ever contributed position money to an organization they that takes a position on gun policy to rounding. Figures,What was the distribution of US adults contributing money to organizations having a position on gun policy?,dataset/images/2304.png,"while only 16 % of U.S. adults say they ’ve ever given money to an organization that takes a position on gun policy , gun owners are again more likely than non - gun owners to say they have done so . Among gun owners , 28 % say they have ever given money to an organization like this , including 12 % of who have done so in the past year . The same is true for just 10 % of non - owners , including 6 % who have done so in the past year .","While only 16 % of U.S. adults say they ’ve ever given money to an organization that takes a position on gun policy, gun owners are again more likely than non - gun owners to say they have done so. Among gun owners, 28 % say they has ever gave money to such organization like this, including 12 % of who have done","while only 16 % of U.S. adults say they ’ve ever given money to an organization that takes a position on gun policy, gun owners are again more likely than non - gun owners to say they have done so.",Gold Standard,BART
231,5208,"Number of foreign students graduating American colleges and obtaining authorization graduating to work in the U.S. grows, especially among those in STEM fields Numberof OPT approvals from 2004-2016, in thousands","Write some information about number of foreign students graduating American colleges and obtaining authorization and obtaining authorization to work in the U.S. grows, especially among those in STEM fields?",dataset/images/5208.png,"Many foreign STEM graduates enrolled with OPT after executive actions in 2008 and 2016 initially doubled ( 29 months ) , then later tripled ( 36 months ) , the maximum length of employment for foreign students with STEM degrees . The number of foreign STEM graduates participating in OPT grew by 400 % since the first employment extension was introduced in 2008","Many foreign STEM graduates enrolled with OPT after executive actions in 2008 and 2016 initially doubled ( 29 months ), then later tripled ( 36 months ).","Many foreign STEM graduates enrolled with OPT after executive actions in 2008 and 2016 initially doubled ( 29 months ), then later tripled ( 36 months ) the maximum length of employment for foreign students with STEM degrees.",Gold Standard,BART
232,6973,News Interest vs. News Coverage Economy,How was public attention divided between the economy and the presidential elections?,dataset/images/6973.png,Three - in - ten ( 30 % ) say they followed news about the economy more closely than any other story . Somewhat fewer ( 23 % ) cited the presidential campaign as their top story .,"The economy was the public ’s top story last week Three - in - ten ( 30 % ) say they followed news about the economy more closely than any other story. Somewhat fewer ( 23 % ) cited the presidential campaign as their top story. News about the presidential election topped news coverage, accounting for 23 % of the newshole.",Three - in - ten ( 30 % ) say they followed news about the economy more closely than any other story. Somewhat fewer ( 23 % ) cited the presidential campaign as their top story.,BART,T5
233,6607,"Is Warming? There Solid Evidence the Earth is Is Warming? There Solid Yes, solid evidence warming",What are the opinions of the public about why the earth is getting warmer?,dataset/images/6607.png,About seven - in - ten Americans ( 69 % ) say there ’s solid evidence that the average temperature on earth has been getting warmer over the past few decades .,About seven - in - ten Americans ( 69 % ) say there ’s solid evidence that the average temperature on earth has been getting warmer over the past few decades.,About seven - in - ten Americans ( 69 % ) say there ’s solid evidence that the average temperature on earth has been getting warmer over the past few decades,Gold Standard,T5
234,790,More Latinos than U.S. adults overall say someone in their household has had pay cut or lost a job due to COVID-19,How did Latinos and U.S. adults experience a pay cut or lost their job because of the coronavirus outbreak?,dataset/images/790.png,"Around half ( 49 % ) of Hispanics say they or someone in their household has taken a pay cut or lost a job – or both – because of the COVID-19 outbreak compared with 33 % of all U.S. adults Among both Hispanics and the wider public , more people say someone has experienced a pay cut or a reduction in work hours than say someone was laid off or lost a job ( 40 % vs. 29 % among Hispanics , 27 % vs. 20 % among all Americans )","Around half ( 49 % ) of Hispanics say they or someone in their household has taken a pay cut or lost a job – or both – because of the COVID-19 outbreak, compared with 33 % of all U.S. adults.","Around half ( 49 % ) of Hispanics say they or someone in their household has taken a pay cut or lost a job – or both – because of the COVID-19 outbreak, compared with 33 % of all U.S. adults.",T5,BART
235,1838,Anti-Muslim assaults exceed 2001 total Anti-Muslim assaults in USS reported to the FBI,What is the change in the number of assault against Muslims in the United States between 2015 and 2016?,dataset/images/1838.png,"The number of assaults against Muslims in the United States rose significantly between 2015 and 2016 , easily surpassing the modern peak reached in 2001","The number of assaults against Muslims in the United States rose significantly between 2015 and 2016, easily surpassing the modern peak reached in 2001 according to a Pew Research Center analysis of new hate crimes statistics from the FBI. In 2016, there were 127 reported victims of aggravated or simple assault, compared with 91 the year before and 93 in 2001.","The number of assaults against Muslims in the United States rose significantly between 2015 and 2016. In 2016, there were 127 reported victims of aggravated or simple assault, compared with 91 the year before and 93 in 2001.",Gold Standard,BART
236,1053,"Personal trust ranges across a spectrum, with differences in levels of trust tied to race and ethnicity, age, education and household income",What are the Americans' views on social inequality?,dataset/images/1053.png,"On this scale , the share of whites who show high levels of trust ( 27 % ) is twice as high as the share of black ( 13 % ) and Hispanic adults ( 12 % ) . The older a person is , the more likely they are to tilt toward more trustful answers . The more education Americans have , and the greater their household income , the greater the likelihood they are high on the personal trust spectrum . Those with less income and education are markedly more likely to be low trusters . Strikingly , nearly half of young adults ( 46 % ) are in the low trust group – a significantly higher share than among older adults",A majority of Americans ( 41 % ) say they fall into different trust groups.,the share of whites who show high levels of trust ( 27 % ) is twice as high as the share of black ( 13 % ) and Hispanic adults ( 12 % ).,T5,Gold Standard
237,2934,U.S. demographic change begins with the youngest age groups,How is the racial situation of childrens?,dataset/images/2934.png,50.3 % of children younger than 5 were racial or ethnic minorities .,The youngest age groups are 75 and older.,"The Census Bureau statistics indicate that demographic change is percolating upward through the nation ’s age groups. In fact, the bureau estimates indicate that 50.3 % of children younger than 5 were racial or ethnic minorities in 2015.",BART,T5
238,6496,Voters Paying Less Attention to Presidential Race Than Eight Years Ago in 2016,Compare partisan voters' attention to the candidates over the years.,dataset/images/6496.png,"Today , Democrats , Republicans , and independents are about equally likely to say they have given thought to 2016 candidates . In March 2007 , Democratic voters were somewhat more attentive to the election than their Republican counterparts ( 71 % said they had given it at least some thought , compared with 64 % of GOP voters ) .","In March 2007, Democratic voters were somewhat more attentive to the election than their Republican counterparts ( 71 % said they had given it at least some thought, compared with 64 % of GOP voters ).","In March 2007, Democratic voters were somewhat more attentive to the election than their Republican counterparts ( 71 % said they had given it at least some thought, compared with 64 % of GOP voters ).",BART,Gold Standard
239,424,Majority of parents say their child 11 or younger watches videos on YouTube,Describe the trend among parents about their children watching videos on youtube?,dataset/images/424.png,"Fully 89 % of parents of a child age 5 to 11 say their child watches videos on YouTube , as do 81 % of those who have a child age 3 to 4 and 57 % of those who have child age 2 or younger .",YouTube has emerged as a key platform for both younger and older kids. Fully 89 % of parents of a child age 5 to 11 say their child watches videos on YouTube.,Fully 89 % of parents of a child age 5 to 11 say their child watches videos on YouTube.,Gold Standard,BART
240,6089,FIGURE3 Salvadoran Religious Affiliation % of adults who belong to each,Describe Salvadoran religious affiliations.,dataset/images/6089.png,about four - in - ten Salvadorans ( 42 % ) identify themselves as Catholic . Some 37 % of Salvadorans are Protestant . Some 15 % of Salvadoran adults are religiously unaffiliated .,"about four - in - ten Salvadorans ( 42 % ) identify themselves as Catholic. Some 37 % of Salvadorans are Protestant, and among all Salvadorans, only 5 % are mainline Protestants and 32 % are evangelical Protestants.","about four - in - ten Salvadorans ( 42 % ) identify themselves as Catholic. Some 37 % of Salvadorans are Protestant, and among all Salvadorans, only 5 % are mainline Protestants and 32 % are evangelical Protestants.",Gold Standard,T5
241,2237,Few in European Union nations say the EU is the world's leading economic power the leading which one of the following do you think is the world's leading economic power?,What are Germany's views on the world's leading economic power?,dataset/images/2237.png,"The country most likely to name the EU as the world ’s top economy in the new survey is Germany Still , only one - in - four Germans say the countries of the EU are the world ’s leading economic power , compared with 41 % who name China and 24 % who name the U.S.",only one - in - four Germans say the countries of the EU are the world ’s leading economic power.,only one - in - four Germans say the countries of the EU are the world ’s leading economic power.,BART,T5
242,3511,Partisan Views of U.S. Actions in Iraq,What is the opinion of public about U.S. actions in Iraq ?,dataset/images/3511.png,"Overall , 51 % say their greater concern about military action is that the U.S. will go too far getting involved in the situation . Fewer ( 32 % ) say they are more concerned that the U.S. will not go far enough in stopping Islamic militants","Overall, 51 % say their greater concern about military action is that the U.S. will go too far getting involved in the situation. Fewer ( 32 % ) say they are more concerned.","Overall, 51 % say their greater concern about military action is that the U.S. will go too far getting involved in the situation. Fewer ( 32 % ) say they are more concerned.",BART,T5
243,6480,"Most Americans Believe It Is Acceptable to Monitor Others, Except U.S. Citizens % ofus adults who say it is acceptable or unacceptable communications from governmentto",How does the public view the government monitoring U.S. citizens?,dataset/images/6480.png,57 % say it is unacceptable for the government to monitor the communications of U.S. citizens .,"the public generally believes it is acceptable for the government to monitor many others, including foreign citizens, foreign leaders, and American leaders",57 % say it is unacceptable for the government to monitor the communications of U.S. citizens.,T5,BART
244,7531,Midte rm Election Poll Accuracy (Gallup & Pew election weekend LV estimates),Compare the election pre/post poll with the actual outcome?,dataset/images/7531.png,"The Gallup Organization has tracked voter preferences in House races for more than half a century , and its final midterm election polls have consistently paralleled actual election results Indeed , on average , the final Gallup Poll has been within 1.1 % of the actual vote in 1994 both the Pew and Gallup surveys found a Republican majority in the popular vote for the first time in more than 40 years , foreshadowing that year ’s GOP takeover of the House",the final Gallup Poll has been within 1.1 % of the actual vote.,the final Gallup Poll has been within 1.1 % of the actual vote.,T5,Gold Standard
245,6480,"Most Americans Believe It Is Acceptable to Monitor Others, Except U.S. Citizens % ofus adults who say it is acceptable or unacceptable communications from governmentto",How does the public view the government monitoring U.S. citizens?,dataset/images/6480.png,57 % say it is unacceptable for the government to monitor the communications of U.S. citizens .,"the public generally believes it is acceptable for the government to monitor many others, including foreign citizens, foreign leaders, and American leaders",57 % say it is unacceptable for the government to monitor the communications of U.S. citizens.,BART,Gold Standard
246,2304,Gun owners more likely than non-gun owners to have contributed money to groups with position on gun policy % organization saying they have ever contributed position money to an organization they that takes a position on gun policy to rounding. Figures,What was the distribution of US adults contributing money to organizations having a position on gun policy?,dataset/images/2304.png,"while only 16 % of U.S. adults say they ’ve ever given money to an organization that takes a position on gun policy , gun owners are again more likely than non - gun owners to say they have done so . Among gun owners , 28 % say they have ever given money to an organization like this , including 12 % of who have done so in the past year . The same is true for just 10 % of non - owners , including 6 % who have done so in the past year .","While only 16 % of U.S. adults say they ’ve ever given money to an organization that takes a position on gun policy, gun owners are again more likely than non - gun owners to say they have done so. Among gun owners, 28 % say they has ever gave money to such organization like this, including 12 % of who have done","while only 16 % of U.S. adults say they ’ve ever given money to an organization that takes a position on gun policy, gun owners are again more likely than non - gun owners to say they have done so.",T5,BART
247,2687,"Catholics More Likely Than Other Americans to Be Hispanic, Immigrants",What are opinions about Americans to be Hispanic immigrants?,dataset/images/2687.png,"Compared with all U.S. adults , Catholics are made up of fewer non - Hispanic whites ( 59 % vs. 66 % ) and blacks ( 3 % vs. 12 % ) and more heavily made up of Hispanics ( 34 % vs. 15 % ) .","Catholics are about as diverse as Americans overall, but their specific racial and ethnic composition is somewhat different. Compared with all U.S. adults, Catholics are made up of fewer non - Hispanic whites ( 59 % vs. 66 % ).","Catholics are about as diverse as Americans overall, but their specific racial and ethnic composition is somewhat different. Compared with all U.S. adults, Catholics are made up of fewer non - Hispanic whites ( 59 % vs. 66 % ).",T5,BART
248,1152,A 58% majority says Trump definitely or probably has done things that are ‘grounds for impeachment’,Describe Republican views about Trump eligibility for impeachment?,dataset/images/1152.png,a smaller majority of Republicans ( 80 % ) say he has not Fewer than half of Republicans ( 46 % ) say Trump has definitely not done things that are grounds for impeachment .,While 93 % of Democrats say Trump has definitely or probably done things that are grounds for impeachment – including 70 % who say he has definitely done such things – a smaller majority of Republicans ( 80 %,While 93 % of Democrats say Trump has definitely or probably done things that are grounds for impeachment – including 70 % who say he has definitely done such things – a smaller majority of Republicans ( 80 % ) say he,T5,BART
249,2237,Few in European Union nations say the EU is the world's leading economic power the leading which one of the following do you think is the world's leading economic power?,What are Germany's views on the world's leading economic power?,dataset/images/2237.png,"The country most likely to name the EU as the world ’s top economy in the new survey is Germany Still , only one - in - four Germans say the countries of the EU are the world ’s leading economic power , compared with 41 % who name China and 24 % who name the U.S.",only one - in - four Germans say the countries of the EU are the world ’s leading economic power.,only one - in - four Germans say the countries of the EU are the world ’s leading economic power.,BART,Gold Standard
250,5662,Children of immigrants from the former Soviet Union more religious than their parents % of Israeli Jews who say they... FSU immigrants FSU second generation All Isra eli Jews Believe in God Always light Always light Keep kosher at Keep kosher,What are some opinions about Children of immigrants from the former Soviet Union more religious than their parents?,dataset/images/5662.png,"For example , children of FSU immigrants are more likely than their parents to believe in God ( 70 % vs. 55 % ) .","For example, children of FSU immigrants are more likely than their parents to believe in God ( 70 % vs. 55 % ). Only 60 % of second - generation FSU Jews say they are Hiloni ( secular ), compared with 81 % of first - generation immigrants who say so.",children of FSU immigrants are more likely than their parents to believe in God ( 70 % vs. 55 % ). Only 60 % of second - generation FSU Jews say they are Hiloni ( secular ).,Gold Standard,BART
251,5713,Revenue continues to rise for cable channels Projected annual revenue in USS dollars $5 billion,Explain the current status of podcast audience in U.S compared to 2010?,dataset/images/5713.png,"About one - in - five U.S. adults ages 12 or older ( 21 % ) listened to some kind of podcast in the past month , up from 12 % six years ago , and 36 % have ever listened to a podcast , up from 23 % in 2010 . Though the audience ( and revenue ) for podcasts is only a small portion of that for radio , streaming radio has been growing as well , with the share who listened to online radio ( whether news or non - news ) in the past month more than doubling since 2010 , from 27 % to 57 % . This growth has n’t necessarily cannibalized the audience for traditional radio , however ; 91 % of those ages 12 and older listened to terrestrial radio in the past month . When it comes to news radio in particular , NPR ’s flagship news programs each have around 12 million listeners . ( This is roughly half of the average viewership of the three nightly TV network newscasts , which together attracted about 24 million viewers in 2015 . )","Cable channels gained economically as well, with annual revenue for the three major channels ( Fox News Channel, CNN and MSNBC ) projected to rise 10 %, to $ 4 billion.","When it comes to news radio in particular, NPR ’s flagship news programs each have around 12 million listeners. ( This is roughly half of the average viewership of the three nightly TV network newscasts, which together attracted about 24 million viewers in 2015",Gold Standard,BART
252,2237,Few in European Union nations say the EU is the world's leading economic power the leading which one of the following do you think is the world's leading economic power?,What are Germany's views on the world's leading economic power?,dataset/images/2237.png,"The country most likely to name the EU as the world ’s top economy in the new survey is Germany Still , only one - in - four Germans say the countries of the EU are the world ’s leading economic power , compared with 41 % who name China and 24 % who name the U.S.",only one - in - four Germans say the countries of the EU are the world ’s leading economic power.,only one - in - four Germans say the countries of the EU are the world ’s leading economic power.,Gold Standard,T5
253,7603,News Interest vs. News Coverage September 16-21 Situation in Iraq 25,How much impact that the situation in Iraq news made among public?,dataset/images/7603.png,The Iraq war was the news story the public followed most closely last week . Nearly a third of the public ( 32 % ) followed news about the situation in Iraq very closely and 25 % listed this as the story they followed most closely . The percentage of Americans following the war has remained remarkably steady throughout the year The national news media devoted 10 % of its overall coverage to events in Iraq last week and 5 % to the Iraq policy debate 25 % followed the Iraq policy debate very closely and 9 % said this was the story they followed most closely,32 % followed news about the situation in Iraq very closely and 25 % listed this as the story they followed most closely.,Nearly a third of the public ( 32 % ) followed news about the situation in Iraq very closely and 25 % listed this as the story they followed most closely.,Gold Standard,BART
254,5208,"Number of foreign students graduating American colleges and obtaining authorization graduating to work in the U.S. grows, especially among those in STEM fields Numberof OPT approvals from 2004-2016, in thousands","Write some information about number of foreign students graduating American colleges and obtaining authorization and obtaining authorization to work in the U.S. grows, especially among those in STEM fields?",dataset/images/5208.png,"Many foreign STEM graduates enrolled with OPT after executive actions in 2008 and 2016 initially doubled ( 29 months ) , then later tripled ( 36 months ) , the maximum length of employment for foreign students with STEM degrees . The number of foreign STEM graduates participating in OPT grew by 400 % since the first employment extension was introduced in 2008","Many foreign STEM graduates enrolled with OPT after executive actions in 2008 and 2016 initially doubled ( 29 months ), then later tripled ( 36 months ).","Many foreign STEM graduates enrolled with OPT after executive actions in 2008 and 2016 initially doubled ( 29 months ), then later tripled ( 36 months ) the maximum length of employment for foreign students with STEM degrees.",Gold Standard,T5
255,2257,Fewer Republican-leaning independents say Republican describes them well % who say each term describes them Very well Fairly well Not too well Not at all well Among Republicans Among Democratic leaners,How are people's preferences while identifying with the U.S bipartisanship?,dataset/images/2257.png,"Democrats in particular are somewhat more likely today than they were last year to say the term “ Democrat ” describes them very well : 39 % say this today , compared with 33 % in March 2016 . Another 51 % of Democrats say the term describes them fairly well . Even fewer Republicans ( 31 % ) say the term “ Republican ” applies very well to them ; most Republicans ( 58 % ) say it describes them fairly well . The share of Republicans who say they are described well by the term is largely unchanged from last year .","Still, Democrats in particular are somewhat more likely today than they were last year to say the term “ Democrat ” describes them very well : 39 % say this today, compared with 33 % in March 2016","Still, Democrats in particular are somewhat more likely today than they were last year to say the term “ Democrat ” describes them very well : 39 % say this today, compared with 33 % in March 2016",T5,BART
256,4071,News Interest May vs. News Coverage Economy Swine flu 21,How are news about the state of the economy reports compared to other news?,dataset/images/4071.png,"About a quarter of the public ( 24 % ) says they followed reports about the condition of the economy more closely than other top stories last week , while 21 % followed news about the swine flu most closely . According to the latest weekly News Interest Index survey .","About a quarter of the public ( 24 % ) says they followed reports about the condition of the economy more closely than other top stories last week, while 21 % followed news about the swine flu most closely","About a quarter of the public ( 24 % ) says they followed reports about the condition of the economy more closely than other top stories last week, while 21 % followed news about the swine flu most closely.",BART,T5
257,7603,News Interest vs. News Coverage September 16-21 Situation in Iraq 25,How much impact that the situation in Iraq news made among public?,dataset/images/7603.png,The Iraq war was the news story the public followed most closely last week . Nearly a third of the public ( 32 % ) followed news about the situation in Iraq very closely and 25 % listed this as the story they followed most closely . The percentage of Americans following the war has remained remarkably steady throughout the year The national news media devoted 10 % of its overall coverage to events in Iraq last week and 5 % to the Iraq policy debate 25 % followed the Iraq policy debate very closely and 9 % said this was the story they followed most closely,32 % followed news about the situation in Iraq very closely and 25 % listed this as the story they followed most closely.,Nearly a third of the public ( 32 % ) followed news about the situation in Iraq very closely and 25 % listed this as the story they followed most closely.,Gold Standard,T5
258,5277,G7 countries' fertility rates have been historically lower than global rates Number of projected lifetime births per woman (total fertility rate),Compare the fertility rate of the G7 nations and the rest of the world during 1970-1975.,dataset/images/5277.png,"At that time , the global fertility rate was 4.47 projected lifetime births per woman , but 2.03 among G7 nations .","The biggest gap occurred during 1970 - 1975, when the group of leading industrial nations was established. At that time, the global fertility rate was 4.47 projected lifetime births per woman, but 2.03 among G7 nations.","The biggest gap occurred during 1970 - 1975. At that time, the global fertility rate was 4.47 projected lifetime births per woman, but 2.03 among G7 nations.",Gold Standard,BART
259,3331,"Group Nativity among U.S. Latinos, by Age Group Nativity (%)",How is the growth of the Latino population among natives younger than 18?,dataset/images/3331.png,"among Latinos younger than 18 , 93 % were born in the U.S.","Among Latinos younger than 18, 93 % were born in the U.S.","among Latinos younger than 18, 93 % were born in the U.S.",Gold Standard,BART
260,7250,Will There Be Health Care Reform? 46,How are the predictions on whether health care reform will happen?,dataset/images/7250.png,"About six - in - ten ( 59 % ) say they expect a bill to pass this year , while 29 % predict a bill will not pass .","About six - in - ten ( 59 % ) say they expect a bill to pass this year, while 29 % predict a bill will not pass.","About six - in - ten ( 59 % ) say they expect a bill to pass this year, while 29 % predict a bill will not pass.",BART,Gold Standard
261,5208,"Number of foreign students graduating American colleges and obtaining authorization graduating to work in the U.S. grows, especially among those in STEM fields Numberof OPT approvals from 2004-2016, in thousands","Write some information about number of foreign students graduating American colleges and obtaining authorization and obtaining authorization to work in the U.S. grows, especially among those in STEM fields?",dataset/images/5208.png,"Many foreign STEM graduates enrolled with OPT after executive actions in 2008 and 2016 initially doubled ( 29 months ) , then later tripled ( 36 months ) , the maximum length of employment for foreign students with STEM degrees . The number of foreign STEM graduates participating in OPT grew by 400 % since the first employment extension was introduced in 2008","Many foreign STEM graduates enrolled with OPT after executive actions in 2008 and 2016 initially doubled ( 29 months ), then later tripled ( 36 months ).","Many foreign STEM graduates enrolled with OPT after executive actions in 2008 and 2016 initially doubled ( 29 months ), then later tripled ( 36 months ) the maximum length of employment for foreign students with STEM degrees.",BART,T5
262,3310,"Figure 2 Effect Hispanics, of Unauthorized Immigration Characteristics on U.S. Hispanics, by Selected Characteristics [Hispanics Overall, what Latinos is the effect already of UNDOCUMENTEDOR living in the US? Would ILLEGAL immigration it's positive on effect, [Hispanics effect, Latinos effect already living in the whad US? effect Would you say it's a positive other? effect, negative % effect, or would you say it has whad no effect one you way or the positive other? negative % saying effect,",What is the opinion of Cubans and Puerto Ricans about impact of unauthorized immigration ?,dataset/images/3310.png,"Among Cubans , 38 % say the impact of unauthorized immigration is positive , but 28 % say the impact is negative and 27 % say there is no impact one way or the other . Among Puerto Ricans , roughly equal shares say the impact of unauthorized immigration on U.S.",Cubans and Puerto Ricans are the most likely to say that unauthorized immigration has a positive effect on the effect of UNDOCUMENTEDOR living in the United States.,"By comparison, assessments are less positive among Cubans and Puerto Ricans. Among Cubans, 38 % say the impact of unauthorized immigration is positive, but 28 % say that the impact is negative and 27 % say there is no impact one way or the other. Among native Ricans, roughly equal shares say the effect of unauthorized immigrants on U.S. Hispanics is positive ( 34 % ), negative or has no effect ( 29 % ).",Gold Standard,T5
263,945,Young adults especially likely to have been impacted by workforce automation,"In 2017, what proportion of people aged 18 to 24 lost their jobs or had reduced wages or hours because their employers replaced their jobs with a machine?",dataset/images/945.png,"In 2017 , 13 % of those ages 18 to 24 had either lost a job or had pay or hours reduced because their employers replaced their positions with a machine , robot or computer program","In 2017, 13 % of those ages 18 to 24 had either lost a job or had pay or hours reduced because their employers replaced their positions with a machine, robot or computer program.","In 2017, 13 % of those ages 18 to 24 had either lost a job or had pay or hours reduced because their employers replaced their positions with a machine, robot or computer program.",BART,Gold Standard
264,6490,Smartphone Ownership is Often Most Tenuous for Those Who Rely on Their Devices the Most % of smartphone owners in each group who have experienced the following,Describe the financial impact of the cell phone service to smartphone-dependent Americans.,dataset/images/6490.png,Nearly half ( 48 % ) of smartphone - dependent Americans have had to cancel or shut off their cell phone service for a period of time because the cost of maintaining that service was a financial hardship .,Nearly half ( 48 % ) of smartphone - dependent Americans have had to cancel or shut off their cell phone service for a period of time because the cost of maintaining that service was a financial hardship.,Nearly half ( 48 % ) of smartphone - dependent Americans have had to cancel or shut off their cell phone service for a period of time because the cost of maintaining that service was a financial hardship.,Gold Standard,T5
265,6845,Gun Views Remain Divided More important to Control gun ownership,What are American's views on gun ownership?,dataset/images/6845.png,"there is no significant change in public views on the issue of gun control and gun rights . Currently , 49 % of Americans say it is more important to protect the right of Americans to own guns , while 46 % say it is more important to control gun ownership . In 2010 , 50 % prioritized gun control , 46 % gun rights . In this regard , there is no sign that the longer trend toward an emphasis on gun owners ’ rights has abated .","In the wake of the Tucson shootings, there is no significant change in public views on the issue of gun control and gun rights. Currently, 49 % of Americans say it is more important to protect the right of Americans to own guns. In September 2010, 50 % prioritized gun control, 46 % gun rights","Currently, 49 % of Americans say it is more important to protect the right of Americans to own guns. In September 2010, 50 % prioritized gun control, 46 % gun rights.",BART,Gold Standard
266,5477,About four-in-ten U.S. intermarried couples include one Hispanic and one white spouse % of 'opposite- sex newlywed intermarried couples that include each combination White/American Indian 3% Hispanic/ Black 5% White/ Black 11% White/ Asian 15% White/Hispanic 42%,Describe the trend in ethnic pairing of intermarried couples in U.S. ?,dataset/images/5477.png,"The most common racial or ethnic pairing among newlywed intermarried couples is one Hispanic and one white spouse ( 42 % ) . The next most common intermarriage pairings are one white and one Asian spouse ( 15 % ) . Some 12 % of newlywed intermarried couples include one white and one multiracial spouse , and 11 % include one white and one black spouse .",The most common racial or ethnic pairing among newlywed intermarried couples is one Hispanic and one white spouse ( 42 % ). The next most common intermarriage pairings are one white and one Asian spouse ( 15 % ),The most common racial or ethnic pairing among newlywed intermarried couples is one Hispanic and one white spouse ( 42 % ).,T5,Gold Standard
267,945,Young adults especially likely to have been impacted by workforce automation,"In 2017, what proportion of people aged 18 to 24 lost their jobs or had reduced wages or hours because their employers replaced their jobs with a machine?",dataset/images/945.png,"In 2017 , 13 % of those ages 18 to 24 had either lost a job or had pay or hours reduced because their employers replaced their positions with a machine , robot or computer program","In 2017, 13 % of those ages 18 to 24 had either lost a job or had pay or hours reduced because their employers replaced their positions with a machine, robot or computer program.","In 2017, 13 % of those ages 18 to 24 had either lost a job or had pay or hours reduced because their employers replaced their positions with a machine, robot or computer program.",T5,Gold Standard
268,3441,What's Best for Children?,What is the opinion of Hispanics about parents staying at home with children ?,dataset/images/3441.png,six - in - ten believe that kids are better off if a parent stays home to focus on the family .   But a far larger majority—85%–of foreign - born Hispanics say that children are better off if a parent is at home .,a far larger majority—85%–of foreign - born Hispanics say that children are better off if a parent is at home.,a far larger majority—85%–of foreign - born Hispanics say that children are better off if a parent is at home.,Gold Standard,BART
269,3516,Crime Tops List of Problems in Mexico,Describe the different portions of what Mexicans see as problems in their country.,dataset/images/3516.png,"About six - in - ten ( 58 % ) say food safety is a very big problem , and 54 % say the same about health care . Roughly four - in - ten or fewer are troubled by people leaving for jobs in other countries ( 38 % ) , traffic ( 33 % ) and electricity shortages ( 31 % ) .","About six - in - ten ( 58 % ) say food safety is a very big problem, and 54 % say the same about health care.","About six - in - ten ( 58 % ) say food safety is a very big problem, and 54 % say the same about health care.",Gold Standard,T5
270,375,"Since last fall, more Americans say the government should do more to help those in need",What proportion of Americans are in favor of helping those most in need?,dataset/images/375.png,"Americans ’ views about aid to those in need have shifted since September , with more Americans now saying the government should do more to help the needy , even if it means going deeper into debt . Today , 58 % of Americans say this , up from 49 % last fall .","Today, 58 % of Americans say this, up from 49 % last fall. Currently, four - in - ten Americans say the government today ca n’t afford to do much more to help the needy.","Today, 58 % of Americans say this, up from 49 % last fall. Currently, four - in - ten Americans say the government today ca n’t afford to do much more to help the needy, down from 48 % in September.",T5,BART
